,QC_neg_1.mzdata,QC_neg_2.mzdata,QC_neg_3.mzdata,QC_neg_4.mzdata,QC_neg_5.mzdata,QC_neg_6.mzdata,QC_neg_7.mzdata,QC_neg_8.mzdata,QC_neg_9.mzdata,neg_1.mzdata,neg_2.mzdata,neg_3.mzdata,neg_4.mzdata,neg_5.mzdata,neg_6.mzdata,neg_7.mzdata,neg_8.mzdata,neg_9.mzdata,neg_10.mzdata,neg_11.mzdata,neg_12.mzdata,neg_13.mzdata,neg_14.mzdata,neg_15.mzdata,neg_16.mzdata,neg_17.mzdata,neg_18.mzdata,neg_19.mzdata,neg_20.mzdata,neg_21.mzdata,neg_22.mzdata,neg_23.mzdata,neg_24.mzdata,neg_25.mzdata,neg_26.mzdata,neg_27.mzdata,neg_28.mzdata,neg_29.mzdata,neg_30.mzdata,neg_31.mzdata,neg_32.mzdata,neg_33.mzdata,neg_34.mzdata,neg_35.mzdata,neg_36.mzdata,neg_37.mzdata,neg_38.mzdata,neg_39.mzdata,neg_40.mzdata,neg_41.mzdata,neg_42.mzdata,neg_43.mzdata,neg_44.mzdata,neg_45.mzdata,neg_46.2.mzdata,neg_47.mzdata,neg_48.mzdata,neg_49.mzdata,neg_50.mzdata,neg_51.mzdata,neg_52.mzdata,neg_53.mzdata,neg_54.mzdata,neg_55.mzdata,neg_56.mzdata,neg_57.mzdata,neg_58.mzdata,neg_59.mzdata,neg_60.mzdata,neg_61.mzdata,neg_62.mzdata,neg_63.mzdata,neg_64.mzdata,neg_65.mzdata,neg_66.mzdata,neg_67.mzdata,neg_68.mzdata,neg_69.mzdata,neg_70.mzdata,neg_71.mzdata,neg_72.mzdata,neg_73.mzdata,neg_74.mzdata,neg_75.mzdata,neg_76.mzdata,neg_77.mzdata,neg_78.mzdata,neg_79.mzdata,neg_80.mzdata,neg_81.mzdata,neg_82.mzdata,neg_83.mzdata,neg_84.mzdata,neg_85.mzdata,neg_86.mzdata,neg_87.mzdata,neg_88.mzdata,neg_89.mzdata,neg_90.mzdata,neg_91.mzdata,neg_92.mzdata,neg_93.mzdata 
mz1764,9646.106602,9939.990397,10356.49242,11193.3927,10678.42071,11806.57137,16437.24773,16687.69467,18271.23444,7735.486138,5452.344479,17141.38992,7503.87835,11388.28848,6995.39168,9718.523083,5090.881128,15111.10594,8075.679175,11940.56613,6260.385651,21204.00818,12862.94531,16258.99035,27100.98012,6358.932542,13890.72328,58063.12177,6880.600425,8652.120822,11428.61653,47576.84285,16917.65618,7697.810286,67704.44766,12384.09211,10245.45001,5337.569204,37353.47116,3707.945883,27939.93445,5997.485616,7748.036134,12140.2291,12873.70266,10318.03391,25482.9073,14314.51328,6238.737262,20467.93348,13467.98881,29399.23992,7771.256309,6735.962638,10439.82079,19376.75859,32983.69919,9030.107399,11800.72427,132129.8807,6641.01965,4412.217936,9443.137831,40359.99141,17213.08992,4807.586879,12789.96563,9475.600274,10240.04668,5242.157545,17482.60535,5022.862488,29388.32297,7692.903451,4657.013788,17167.35,8146.8351,7174.883457,10195.28456,8528.763487,3741.543138,14566.44219,99180.4454,11554.76676,3893.631383,11336.42367,11951.66813,8563.367995,9573.946915,19636.9943,4683.967733,4796.492641,7552.961174,21813.07406,36215.72391,5198.304729,14972.00464,9522.509893,9283.740699,5542.766059,15096.40875,8199.146367
mz1765,4616.145963,5891.902713,4885.680015,5062.508624,4497.755139,5178.843253,4299.768184,5325.239173,4719.537587,5517.614141,744.4075619,4819.411702,1217.992232,2897.159395,4341.351277,4211.986124,5284.411422,3189.396144,3801.992974,2460.859655,3973.599225,3286.145258,3171.097595,2965.934839,3670.252842,3841.695571,4041.197051,2942.590304,5947.302053,11165.98628,2573.337865,4193.785127,6894.233181,3984.028945,11933.56935,2671.357646,2696.148065,3140.675486,3908.733545,7354.707051,1666.383952,10885.587,7854.737168,19060.9246,3535.135371,4241.279841,2421.671938,7228.212743,11317.1672,13339.49107,4263.585788,2309.984171,5967.555617,5380.375459,2413.087742,7952.454698,9340.599303,4820.790882,9029.042902,5257.416287,7140.79333,14408.09511,4419.616613,6457.797305,13873.34533,7990.360023,13234.3352,2954.020605,7568.321376,18655.02104,6160.302624,10401.86662,9282.192589,7432.636599,2638.181802,4303.506781,1454.720995,1666.271812,3974.506106,3629.399726,3270.286708,4507.906611,1172.132518,4000.461292,2526.030814,1556.161317,4497.882017,2069.586316,3581.922664,2717.477497,4896.295147,3970.455287,4004.34988,7305.032839,5632.711435,9727.496199,15943.50421,3562.185921,2098.070096,7748.536916,3441.347987,4502.652437
mz1766,38447.17983,40777.89072,43524.48448,44703.94765,43702.31075,51494.46849,53758.32816,48158.58913,48251.67616,25903.5521,33935.91615,61175.47884,44448.10848,63681.49429,51397.34237,63712.6541,35665.5247,53856.20433,43642.86776,34791.86438,54259.93473,28483.83359,60860.61694,31954.28449,42574.19799,29536.83962,18313.56102,64734.48127,39503.59238,15678.22699,74182.53999,57801.35231,44455.80318,34073.2161,29183.29872,49869.84488,19805.66575,24887.19776,56275.44311,34572.81432,20249.16836,75102.57804,57011.96982,88117.33891,29030.64236,66021.28075,39618.21596,37105.68267,51102.80351,98500.94145,70320.32212,84275.72787,60713.64091,58838.07969,76954.75206,75192.55074,58131.05978,42833.17759,65997.37414,62904.99619,65139.96002,44462.48332,84035.27028,69228.83096,88482.61709,52093.98214,40342.75298,50866.11336,28425.02911,19633.06624,22896.00203,22787.95684,36005.01109,31577.02704,59326.52416,56392.45555,48644.72411,19180.22488,39196.22523,75791.16971,44131.41814,21091.20226,59109.5958,44877.58086,39938.28327,40119.19629,48632.84882,56489.38145,56301.74018,82561.0807,64360.04669,74047.72903,89536.15461,19395.21686,40645.38492,33461.0381,23250.34677,49666.10509,16635.63075,62270.28433,58899.30682,63744.64336
mz1767,89118.46625,93240.28137,150428.4233,178250.9409,203971.3399,218507.0596,172150.1118,176081.851,197946.1715,101952.901,147646.0036,227870.6221,345044.4516,136135.0007,163237.1122,0,319026.8025,192720.9792,172990.2177,225352.7072,97346.57279,427053.9248,48941.08593,300675.3781,175529.7719,149057.9717,356927.9955,158844.4208,103959.0916,452749.536,44607.39058,276856.582,121436.9388,266741.6254,397426.4419,204982.7025,129692.4553,190685.9935,0,301918.2798,241277.8902,121896.0716,106658.6135,143446.522,403298.7736,77485.37068,261718.4244,271.0539784,287310.2449,120693.4125,59637.91299,358776.4723,157264.3756,399053.4933,49915.14686,242693.9247,176903.2138,146283.9551,128916.9849,282336.3011,192785.894,443688.651,33805.46669,110155.5601,121191.3456,232403.5985,303215.8063,223750.8568,125792.6577,110003.0139,0,271580.7075,101046.7754,168005.1354,80763.55944,253778.3805,184442.0861,108744.5086,72251.60027,0,308616.6941,224497.3064,223653.2426,106658.995,411236.4459,55171.94489,148729.7837,64536.8603,224924.5744,155451.3628,201466.1846,145550.6286,29268.26241,268833.7866,158181.9543,225329.2255,340313.0354,167828.4626,148571.5607,82920.73042,0,282995.3706
mz1768,3442.278959,5053.127292,3842.387548,2983.408162,4277.04799,3889.565055,3802.174849,3205.094634,3650.676504,6230.025658,12705.35504,3395.985488,2274.919589,1174.762725,1094.437883,9753.711378,6557.445601,4758.763664,1138.533981,284.7674601,888.5148789,2105.632607,2792.867019,4550.230144,4624.331468,15882.38136,2829.35803,1735.921942,4542.093275,3038.009571,1848.600575,3108.752236,6079.378594,2884.577373,8754.909254,3410.347846,3362.331282,4603.879309,5018.190909,8812.16472,3127.833223,3186.726505,10574.66912,7960.265065,1672.951277,1245.441521,0,5800.234852,9606.251733,8176.53217,972.0005387,0,1682.212419,1584.726294,1275.001842,7373.62567,10949.55164,10461.96318,2469.466965,1580.877663,2457.269352,1994.770829,4236.865421,3680.726445,5959.96519,5536.548541,9709.240081,3496.836979,3093.10994,4067.999686,10345.51058,8413.838151,3676.960137,1264.15389,7481.708796,1588.460881,1191.310439,955.1060708,1026.167135,4130.278227,4921.034268,2892.350124,0,351.4155865,797.8682381,1320.938513,5635.968648,3314.549924,1865.808619,1107.118074,3716.161101,3240.315958,3977.811043,5650.626372,5139.662416,4751.95614,6427.540114,4232.46126,4013.010202,7466.143047,5384.932152,19235.74315
mz1769,37463.30428,37366.90535,35208.96611,36890.62735,34613.81612,35779.44563,37708.88496,35393.90753,39086.02578,28271.20688,29430.51973,47980.75587,44829.88688,26107.11217,49882.15942,31623.72785,35332.29797,42094.25229,40937.49527,26728.33184,64973.7612,34400.26998,31289.098,37764.85635,29288.41641,28885.01869,28755.45211,20077.07538,61430.48259,29851.18406,26415.01321,33762.4676,29802.81373,20194.8363,36193.94906,38286.56192,20273.76539,46198.65237,26678.45725,33536.63757,27261.48814,29887.60025,34278.82414,45514.4383,39234.39788,30048.38456,44079.25616,25857.46384,40861.84277,48339.58336,40833.92939,23222.15285,66582.05128,33986.55621,25094.28588,45430.00128,31517.67378,28706.12004,34347.61503,20784.21698,60806.79846,27614.63895,29577.47041,35476.99443,26281.07324,33717.44306,48666.68116,35278.77199,20767.29457,34232.20881,25233.55921,25897.70465,34906.88875,28516.66753,33785.66015,44563.24629,42308.21272,22312.15473,52144.60172,26305.54734,33300.18955,31139.46541,22279.24445,58124.15774,34092.54797,27237.03836,31425.65258,32996.7313,34819.26842,28340.98159,71585.30012,36965.9687,25752.30946,22823.56888,20600.74799,29256.72339,40333.35164,40487.22253,17619.45446,45054.15502,27261.10824,31287.55594
mz1770,9284.70668,13369.93063,13344.29174,13705.70375,9323.865443,12506.69332,10151.08819,5178.22071,9822.707582,8246.116918,27160.7082,9836.970091,2659.662681,2277.415771,1463.232698,27331.6032,9670.816264,31483.12054,2442.542331,2556.588163,3508.130739,13105.16536,3262.492991,22768.57639,15427.34409,27414.20597,10060.23036,7112.027308,12967.59156,12869.08558,4985.531675,12126.04487,15565.44621,2959.379745,27347.62953,7774.748587,5454.603233,5726.8307,15962.72138,11091.9129,12155.48936,2689.21569,23262.28691,12008.87588,2821.933779,1060.796187,869.6152326,15267.39521,9371.93386,20710.22092,1504.283178,526.5556618,3087.388594,1703.386822,2823.780603,13513.48748,9088.597031,14143.72724,3960.837114,2167.531178,8368.805491,4637.292861,4558.127976,8099.702717,19654.40355,5275.698955,10815.75336,4942.702747,1748.959029,1976.47864,19143.70311,3173.635019,9086.061648,3451.147245,30018.42634,5048.780425,2310.482414,2366.674173,1278.491729,15096.01465,4508.89073,13088.8257,793.3808545,5577.950945,6904.817929,3774.042111,18656.90372,28287.41239,5768.849982,3318.334936,4347.385166,14207.6544,4660.456723,13164.02715,18532.25558,4162.759143,8438.62192,3874.416855,4319.447929,7364.539418,9456.231427,13576.25564
mz1771,98575.64077,105997.1691,110401.8357,107719.4477,112145.8255,120676.2246,127727.1607,122957.4286,132897.2406,82288.75605,106480.2895,122050.4307,116221.6221,171271.9761,115140.8196,148835.3136,149407.1215,124400.4327,115521.5444,71070.75968,174692.1134,114178.441,105715.4965,119548.9277,109236.0069,93280.27206,116348.925,78911.36213,160750.6498,102822.2164,98592.41422,118067.8925,121413.6005,77592.66326,108242.4754,113257.2352,96075.88828,85452.52586,123794.4033,149139.7314,98738.03189,109914.8452,107188.6877,139463.577,106971.5756,192245.9455,96255.20521,108143.2004,164359.8644,138431.9727,167635.3628,61854.17433,153290.2653,100903.655,108559.2236,133379.7781,129478.8934,90437.77465,167833.1491,71123.09868,173805.9758,107054.0111,97680.53108,98823.53146,116531.5117,87494.99285,131494.6285,101356.0953,142261.8634,83936.5391,101316.3733,123007.1963,136260.0544,93707.42069,107470.4786,135752.7732,131136.9493,133395.3529,106741.9256,157038.8117,160772.1851,117603.4658,73600.07047,167990.2967,136599.4149,87159.73931,120983.575,93449.45082,165585.621,89142.3795,214361.1565,147357.946,101481.1786,125658.4363,122513.7149,92348.40908,101225.4567,138239.3282,140195.0045,116575.9526,121603.8653,181576.2762
mz1772,11619.54259,4313.512962,7221.711966,5978.456021,11232.50696,8755.362659,9621.822386,3470.901445,3899.070115,10017.16426,4858.733751,5109.526015,10076.77951,12403.80142,5192.181016,23923.00159,10620.46654,4883.289128,5573.72177,10802.79616,17217.12758,31644.74065,8268.935505,9062.706302,13996.20836,14688.66107,8361.793874,7091.626379,9916.029956,2744.255968,11646.04487,6799.82875,12739.85647,3100.722875,6204.246299,9740.389245,17249.52799,3040.826403,9601.32521,5285.497392,355.436161,6072.276304,3508.745697,11644.04977,6493.451764,9392.11547,4505.209285,7314.167765,4174.913149,3771.226113,3390.624207,5547.426947,4421.502867,10358.55656,6999.652742,8024.918495,12381.07148,2969.496123,8761.061072,8141.052016,8445.232321,16784.38579,8233.380942,11342.83943,11429.51527,9213.987527,7788.287583,43980.46209,9886.176447,51447.08142,40699.8101,8088.439104,5144.517531,5870.375453,4253.446538,10591.26001,5925.322553,5529.272725,4113.44088,6143.82479,4612.974386,2329.232418,2942.898855,6563.8954,3991.990107,2968.15731,8155.828799,2717.632377,4817.580099,3478.17464,5690.232719,4092.420799,6384.196521,4318.275252,4642.725698,4528.589736,6731.172961,7437.57677,285.8070661,5611.477842,3907.450299,4607.842412
mz1773,44878.43953,80258.70826,74449.21846,74449.47102,72130.51266,68621.61825,36370.75011,44305.73294,84735.62542,77545.78755,53011.41122,80038.48667,51457.87304,65185.46291,60574.76194,65917.2595,74787.27055,63833.37979,65160.5054,79856.5275,79185.9087,84441.76526,65363.37995,71213.40794,68298.68968,24940.96877,80461.54327,65499.92235,62431.22323,79501.81238,63299.43981,76362.94418,65621.60643,51923.31904,84369.57532,62616.80253,74457.28621,45823.79133,64186.87541,78677.90044,5612.726408,64309.25147,64894.22413,34233.97471,80730.84233,76294.94024,49667.35597,75566.2604,2928.706365,64065.21847,66962.27785,61247.26796,64571.9752,78055.85882,30102.48873,31732.22669,63907.77234,60402.57261,66487.82073,58532.08641,52197.60762,75115.29123,58367.5863,70335.11528,68512.2175,67703.06803,76510.99734,84619.14837,73631.68736,82693.46391,86101.61319,66569.30027,74809.69327,83404.42383,210073.3405,47511.36993,49158.52377,65789.53194,75744.31253,56746.65634,42988.90312,106626.7004,56844.38061,53232.09842,88108.12004,68629.93921,69473.58273,65594.91252,78824.79409,51258.82649,76032.09325,86158.34707,77973.45133,100112.3099,85707.13477,56254.64559,100236.3239,140335.068,77816.43485,43938.37359,77750.0524,72055.23502
mz1774,4580.016746,5863.389901,8404.794995,7305.201505,6815.908711,6286.420992,5797.233213,5730.347131,3109.498418,3570.639022,8768.005616,5170.130994,5135.120045,6348.019939,4539.684569,6925.772122,4096.564818,9588.216106,3913.921005,3621.96873,3630.300851,5643.707364,2954.496984,6801.377958,2781.220457,3447.374589,6041.098397,19492.09741,3375.598027,8194.724954,5921.018002,4355.496321,1821.213552,2791.535953,5649.677086,6937.027852,3816.327162,3600.634546,10727.71648,2844.85679,5314.264228,2128.354874,3266.95998,4070.518068,5526.991376,4050.05483,3544.03529,4639.016133,2778.851087,3444.011543,3445.023355,8689.837039,2744.881642,6432.389792,3758.224043,8141.447491,2081.966802,6529.956864,3493.429478,7268.470163,2614.258184,5070.678099,3870.933309,4416.901824,3012.335364,3553.832613,2221.396507,3767.602041,4088.793516,2949.563866,13839.57143,2364.254407,6648.472689,4989.29263,7963.208396,5481.099688,2058.142843,3759.534434,2012.886416,7654.648739,4835.362847,6106.749547,15257.02782,3991.328303,7440.50861,7568.164323,4013.608034,6480.169948,6128.962418,8515.757494,3679.297081,6873.205307,6668.702999,11291.19428,3841.300415,4035.93245,4683.464862,10629.72106,10877.07683,5262.928631,7200.341449,7123.412453
mz1775,16414.45146,17905.07415,15741.78439,14817.07497,14640.54176,14354.356,11995.86954,8621.428242,10326.88907,14770.88154,17934.32706,14540.63573,4312.322499,3527.937004,6123.921396,20589.68834,17636.15385,18636.96201,2759.165118,5373.165412,5873.455406,3454.864286,6624.094039,8625.931582,13958.47167,17847.72439,4604.995473,8936.220988,11570.68983,9860.290342,3188.267567,10319.07448,23245.89566,10037.94667,28576.28296,8455.610834,7955.510918,12726.45514,15906.95238,26784.77206,7575.60793,10451.6587,25730.64833,27047.58141,3762.167215,3422.233966,2645.929298,24113.78338,37554.98981,31001.11245,3910.939912,1424.539369,11626.25256,2358.600504,1797.366483,14200.46625,27485.76442,25913.76787,5551.264805,10165.68368,8298.002084,6680.076328,13238.76397,11308.94317,27089.79971,18744.57344,37936.54527,8965.880918,5089.078857,18850.95415,43827.94687,37230.21248,17810.46914,4697.978898,9963.330216,5390.445938,4117.84628,3372.990048,4697.687775,7063.09175,10083.94882,6695.780994,1817.599081,3350.070469,4572.392949,2992.00989,15722.82413,5118.106721,5044.777326,6393.229972,6083.311663,10109.82644,6508.501703,9025.096194,15489.69038,10366.12579,26229.55884,6890.107287,6033.26918,10985.00168,11276.35,20723.43617
mz1776,4695.699727,6479.001472,5780.465965,7553.103432,6451.468343,7231.993121,6469.490965,6997.363964,6247.865485,6058.05419,5003.974189,4480.980762,6968.930134,6362.200099,6397.153008,5132.336836,3462.993292,6714.15832,7159.369476,2455.290307,4242.820025,3028.410725,5931.267129,4928.491224,3395.70228,1134.641268,2545.64281,8508.193665,4833.673686,4613.623642,5298.087056,5504.608625,3632.343117,4027.009225,0,6634.389263,795.8673132,2764.219641,5991.491348,4262.382408,955.821615,9848.830898,4096.123781,9273.41616,6325.666523,10262.5711,7556.576695,4244.477678,7223.332986,10136.15027,11191.76648,11445.83391,6590.686014,8320.689673,7238.276354,8601.19101,8701.515213,4123.719864,9982.374433,3735.064453,6598.915245,7291.241855,6794.679541,11268.57879,11135.19501,7273.14127,4972.779646,7972.956364,4543.296149,5269.97951,1680.014558,2901.666272,7232.980831,3975.807599,9952.816184,6122.345382,8749.140181,2522.223691,6334.896914,7584.755801,8730.877831,3349.969442,6513.441148,4790.843994,3066.310876,4612.937399,6331.689457,6381.50446,6738.5802,5930.296992,8582.984002,11616.66323,10199.08091,3956.065889,5613.628579,4895.923887,982.7613263,5838.072508,1949.681265,8888.996641,4329.704152,9508.850508
mz1777,17829.36203,25983.09363,22388.71295,20686.56405,25154.55965,21996.6778,18573.54943,19579.58871,17328.16698,18410.42217,17308.84936,59358.03372,23543.35586,34849.43521,9611.195314,39926.42199,15906.51419,26256.79615,53358.92098,7055.838194,40677.92612,26022.21994,17792.55903,39228.41047,9117.133496,39132.91215,15805.84735,5089.411378,30845.27372,9595.020576,3511.364124,14250.55718,4343.600146,4343.025088,33197.2131,3450.932227,4020.687073,3729.716161,28015.23033,22604.34265,15469.93779,47458.41304,52578.81504,80354.79826,55960.70926,30616.27458,37440.99091,49324.6599,26703.27468,27229.23773,36924.89853,13318.41225,61775.84312,31331.97128,24838.30791,21768.69311,9882.743444,30256.71667,11973.58527,5084.250122,23305.78522,2778.185566,4418.049141,14840.18246,5830.378099,13266.36567,55512.94377,23592.5281,26620.12446,7922.176102,47785.06037,7608.436039,29086.08253,36187.96071,33049.91921,92605.63365,31924.22768,17348.87257,14132.66875,25769.01314,12685.58944,23782.07731,11891.40789,42803.55153,23908.09334,11240.12949,7494.052737,14345.54016,15000.48784,9275.226381,35997.22249,6681.116157,6475.766459,24467.8792,2947.07499,7014.664764,62258.58084,26117.61989,17695.39067,13107.27762,9675.046209,17351.46534
mz1778,20315.93859,18330.07793,16086.28529,20520.81152,18638.8892,17306.05002,28321.17765,28246.31214,31705.48252,29720.92418,29557.23236,40561.84327,41997.24211,28813.63523,40363.9653,51776.02445,42200.91539,22844.30883,22460.4387,57737.71143,23512.00161,48059.83015,17566.47171,31776.94447,21992.31633,38013.1657,33086.58686,26054.61081,26840.03438,30145.25625,27026.12043,30146.62421,40278.40639,46564.93411,49297.9374,28850.63027,82693.2041,57880.13437,20307.56967,22455.39516,46116.91806,11557.86599,34450.44805,21120.66336,9615.981445,6379.888477,12500.69613,15571.44832,23494.47367,8486.636719,10100.52043,10852.93424,11310.10527,7953.598074,11834.69766,23944.13743,8444.735235,42612.53469,12592.98855,36361.13831,21133.5869,26448.63609,7076.721107,13433.53031,6626.493867,27205.90058,13965.92899,19612.24292,29442.8557,13432.45463,22783.82819,25756.65539,17530.35267,17703.86703,11086.49191,11498.30912,11167.21225,13817.11682,14014.4243,30625.50797,10038.10878,15554.86403,37522.20457,15736.90827,51228.15785,29314.15863,39764.61,36694.5206,17551.84252,15497.26172,12112.29419,11021.21071,8073.423516,14264.06534,12840.13523,26175.39941,38066.58082,8447.862539,22170.22171,13294.79999,17446.36506,8975.472188
mz1779,70067.63748,71069.60677,67217.98295,63605.61008,63752.21736,67404.75746,51355.71036,54366.49969,52395.28059,97549.56558,119279.8477,60586.14417,45604.2942,23024.55934,15158.42956,80462.98612,89916.93409,94592.05939,26098.06429,21007.80977,88539.36457,35032.04573,56506.62192,65894.91262,114195.796,134963.2585,62457.08463,30981.01002,104086.3657,50746.18699,30601.75888,58006.85197,132116.2377,51031.27137,114187.6916,42806.92192,29271.91159,32138.55141,50843.43143,96449.39665,55607.02624,37564.11709,79494.06174,79601.08433,25562.54732,23428.13392,5279.059584,56037.24363,83779.6958,86519.14781,20191.16654,10686.98372,86239.0611,17579.02461,22543.09156,55900.51965,93843.62941,83760.65337,30014.40162,14940.90744,76303.32713,21886.40962,37059.84914,44123.26364,95309.98097,64038.20413,81082.829,32383.40945,18011.24875,24855.67167,37104.67383,123469.907,64605.00604,49478.12509,126724.335,41828.10734,47476.29981,24132.20378,10752.39777,74531.97297,87980.58217,73699.12389,12189.67696,62776.32723,20567.65769,30240.67353,123890.4002,39147.86208,42040.39963,25262.26775,89657.02687,38861.32023,35557.66363,56237.91451,97898.0691,46898.66742,97618.40807,37482.37966,24564.09045,32250.5896,27915.31575,50418.93008
mz1780,17143.87924,11767.44703,17128.04027,10052.57512,9470.342335,11805.39328,12756.41303,8185.97415,11403.14008,9755.773695,17383.18629,9371.509384,3682.135162,1828.723335,2471.205352,22077.9069,11492.66034,18332.04242,2936.754454,2366.466651,4711.252593,8286.280862,5656.471813,10090.43621,35217.03166,23108.04908,3407.002832,4248.413733,9268.785612,10196.51368,4408.939937,7403.513875,38192.45678,6813.11324,19888.94043,5772.836309,4598.95418,7235.991802,8233.52834,19031.61854,23883.6921,4884.831899,21022.56408,19509.47001,4059.211179,1028.13948,0,15232.81703,18939.61232,20064.35842,2422.898145,0,7343.518587,2455.769581,3288.173099,13015.1242,44758.25265,32868.48342,4178.816689,1800.434343,7901.613364,4148.182148,8751.506824,7813.741348,35564.35051,10661.80867,18614.79349,4005.080977,2633.214651,4387.346642,21838.4472,10993.21362,10404.0143,4695.515316,31858.7065,3737.078613,2038.517961,1481.192848,1307.257948,8464.635469,7269.700312,14003.92602,237.7776061,6600.074774,5974.211235,3841.402689,29013.26462,15861.75881,2876.67891,2172.440084,5059.031016,11869.90006,4104.880182,12338.61201,20134.68999,10747.19844,12909.28585,5626.042002,2266.085918,7881.061709,10313.63729,11675.23249
mz1781,18373.24238,20191.64235,22845.03163,22740.40522,13835.99057,20633.95373,16468.25675,12178.64039,13380.83521,24485.48199,14999.24907,10062.72576,16550.90421,23374.85928,11368.49613,22090.79407,10026.31918,11903.0199,18326.45659,23005.92641,15926.46165,23863.38325,12526.24811,7594.318621,17452.65701,3955.282632,34961.51877,25447.7168,12378.68115,34373.48802,25170.0172,25605.45389,9907.923633,13179.69051,13498.76467,28596.59045,18026.72463,23809.35418,44152.63514,15480.03003,20967.41245,13605.32159,18363.39768,5770.892938,20638.30033,30408.32572,24967.77968,37117.67101,15433.82629,27236.57047,9260.560892,32911.71629,13030.33535,36986.96589,17261.25265,18187.13326,8913.298711,24684.69987,18178.67207,30722.50441,17228.6041,28359.05232,35148.78762,21648.57769,10472.84481,28169.19395,13316.54859,27001.45272,28117.73984,25753.94519,47429.52,20072.33158,25558.21678,15152.9966,9798.668915,8591.946856,9520.672383,13383.83873,16443.71607,13152.74182,8179.589803,8733.561152,30074.42364,14612.86246,13934.30508,21302.64602,7218.013241,12250.41294,18621.01702,27774.08859,11643.22852,19600.75452,31884.5352,21283.17949,11241.10731,14223.57416,9492.972321,15904.47656,23448.88258,16184.24911,19129.01071,13729.93838
mz1782,5849.278314,6929.076094,7158.877324,7455.338965,8670.873223,7288.889531,11667.45448,10657.58824,11889.7176,10299.40538,3764.356244,5201.686354,3569.280748,10066.8848,5227.927926,10255.68579,4962.852422,9114.481992,5017.585957,11188.41252,7701.059357,6331.526901,8641.928602,15184.23069,7504.238672,6252.425742,8272.363129,7926.173303,10599.83667,14026.429,6861.645264,8611.655999,5421.080609,14204.97836,10324.98715,224.0345361,2924.426001,5244.938691,11199.94916,2221.829173,7640.390886,4841.136324,4601.679164,10786.75896,4952.273154,3255.556134,0,8956.899141,8978.238281,4572.492351,1622.930986,12271.34859,7924.902759,10333.83363,5781.715547,24157.58633,10034.37259,31538.34125,8843.562832,10483.57578,15392.97938,11584.91695,7478.892656,28601.4433,10699.82203,10054.91142,7098.675706,9421.431238,31188.37362,7315.978495,20715.57576,12404.09385,8770.07625,12038.04853,8949.241172,8052.860391,8221.621395,20594.32375,6517.106836,16675.9735,6332.934529,11013.84523,8824.24207,8427.596698,13997.68587,22650.49831,7396.18166,14286.62549,4618.151381,10699.68553,7012.385449,6243.95944,7438.92489,11187.34117,8662.762612,10509.93367,8213.478398,6328.511134,9873.417145,5681.166328,15771.39755,7044.713145
mz1783,5778.886712,4765.64647,4343.545013,6895.519663,5653.461232,4729.961243,5587.703244,4394.834238,5570.647852,8661.388563,4159.965628,14512.83094,9691.57377,22770.47399,1994.587103,10515.56308,0,7527.398505,9072.305947,10281.70409,37597.43346,10965.85248,4528.598525,7419.58445,3038.074811,13070.67166,288.8349947,1221.886642,4757.526855,0,256.5156122,233.5118177,487.4702581,0,1441.209565,8160.646395,13032.80457,462.2836578,17313.21794,0,1133.861756,15129.04068,9371.661709,11076.89356,15629.88288,3407.259772,9634.853641,4891.026152,2213.640062,6590.839123,6178.256537,2531.318287,20515.06529,3140.817188,10932.68293,3687.694367,2097.134096,7189.713623,0,0,4128.382201,0,682.2360883,1609.657355,0,262.288097,9027.962754,5547.391616,15110.89548,615.3522094,9706.167515,0,5773.729408,17684.82015,5103.918667,26622.06869,12038.93142,10541.93996,3704.276513,4041.655221,0,4274.840842,5779.854175,19498.5934,10339.15579,6437.579313,2506.179728,3176.087091,4454.368105,3029.903519,3808.096071,1671.190387,315.0817936,966.2042716,186.3198102,3678.606604,31054.31806,2457.307362,5653.344619,3102.955985,3188.061044,0
mz1784,3407.805848,3726.16448,3680.149074,2815.364316,3618.366537,3914.110137,3080.219229,3787.099414,2288.630684,3737.868813,6418.771431,1202.331551,394.110191,101.2921814,285.9547584,8001.131014,3171.041999,6723.543779,427.2651898,543.7654586,4550.855773,1797.042759,2446.168114,2993.723979,7502.029936,11288.29277,4946.776804,4942.171968,5798.412656,3081.361199,2035.860389,2601.7167,11082.90672,1204.102133,3197.119697,1151.315168,2113.629638,2446.261536,4084.973574,8769.567385,6554.214396,353.3762719,7422.950336,1947.888617,113.8088268,0,0,2354.281113,5696.901837,6097.165942,0,443.9994764,3831.923963,884.8524686,0,1720.940821,7944.86134,3361.177958,955.407259,808.113084,3963.630046,695.1851231,1034.019251,1356.848998,11251.71188,4065.051222,2504.985403,826.0001501,0,106.6065063,2638.758943,3575.255538,1769.443153,2040.084999,2624.721429,0,554.264708,289.9125247,0,5215.21931,2245.967465,3288.999824,0,2746.658949,1207.315703,960.9388105,5267.154316,6060.4171,2203.860559,1130.571301,1997.073164,2885.879209,427.6680893,2927.058838,4899.764896,2375.50986,3481.040204,2769.14673,1030.809858,2065.79661,2642.550724,4284.921536
